,crash_type,report_made,date_time,case_number,district,location,road_type,ticket_arrest,citation_to,biker_gender,biker_city_of_residence,biker_zip_code,driver_gender,driver_city_res,driver_zip_code,injury_to_biker,level_of_injury_to_biker,biker_to_hospital,location_1,count,:@computed_region_jitf_9zyt,:@computed_region_dysk_fpxp,ped_age,ped_gender,ped_city_res,ped_zip_code,injury_to_pedestrian,level_of_injury_to_ped,pedestrian_to_hospital,lanes_of_traffic,signal_present,speed_limit,synopsis,driver_age,biker_age
854,Pedestrian,Yes,2019-06-12T13:15:00.000,19-125835,Central District,Robert & Congress,City,No,None,,,,Male,St. Paul,55107,,,,"{'latitude': '44.9321931', 'longitude': '-93.0807852'}",1,7,5,18,Male,St. Paul,55103,Yes,Suspected Minor Injury,No,2,No,30,Unit 2 was walking in a marked cross walk - walking north on ROBERT ST across CONGRESS ST.Unit 1 sped up and struck unit 2 and fled the scene.Unit 2 was checked out by SPFD Medics and did not get transported to the hospital.Nothing further.,19,
855,Pedestrian,Yes,2018-11-04T11:13:00.000,18-252667,Central District,Rice St & Wheelock,County - State Aid Highway,Yes,Driver,,,,Male,St. Paul,55117,,,,"{'latitude': '44.99000225', 'longitude': '-93.10586504'}",1,3,3,17,Female,Maplewood,55107,No,None,No,3,Yes,30,Driver was SB Rice and turning EB on Wheelock.  Pedestrian was crossing NB in crosswalk and was struck.  Driver cited for FTY Ped.,39,
856,Pedestrian,Yes,2018-11-03T14:05:00.000,18-251997,Western District,Hamline Ave N & University Ave W,Municiapl State Aid,Yes,Driver,,,,Female,St. Paul,55119,,,,"{'latitude': '44.95543622', 'longitude': '-93.15700322'}",1,17,7,40,Female,Minneapolis,55403,Yes,Suspected Minor Injury,Yes,2,Yes,30,"Driver was EB University, turning to SB Hamline and struck pedestrian that was walking EB in crosswalk.  Driver cited for FTY ped.",66,
857,Bike,Yes,2019-04-20T10:19:00.000,19-080494,Eastern District,California & White Bear,County - State Aid Highway,No,None,Male,St. Paul,55106,Female,St. Paul,55106,No,None,No,"{'latitude': '44.99103096', 'longitude': '-93.02523067'}",1,14,1,,,,,,,,4,Stop Sign,30,"Unit #2 (cyclist) was crossing White Bear Ave at California Street. He was traveling westbound in a marked crosswalk, across the southbound lanes of traffic, when he  struck unit #1 (motor vehicle.) Unit #1 was traveling southbound on White Bear Ave in the right lane of traffic when the accident took place. The driver never saw the cyclist in the crosswalk. Her view was obstructed by a larger veh. traveling alongside her car in the left lane of traffic. Drive said that veh. swerved into her lane to avoid the accident, which caused her to slow and swerve to the right. As this happened, the cyclist ran into the front left quarter panel on her vehicle. The cyclist was able to catch himself with his hands before striking the ground. No injuries to the cyclist or to his bicycle. No citations were issued.",32,10
858,Pedestrian,Yes,2018-08-28T21:51:00.000,18-196677,Western District,University Ave W & Lexington Pkwy,County - State Aid Highway,Yes,Driver,,,,Male,Bloomington,55420,,,,"{'latitude': '44.9555274', 'longitude': '-93.14676048'}",1,17,7,17,Female,St. Paul,55119,No,None,No,4,Yes,30,driver making a right turn to SB Lex from EB Uni struck ped that was in crosswalk.  Driver cited.,26,
859,Bike,Yes,2019-06-04T18:28:00.000,19-118692,Western District,Thomas & Pascal,Municiapl State Aid,No,None,Male,St. Paul,55104,Female,St. Paul,55104,Yes,Possible Injury,Yes,"{'latitude': '44.95924009', 'longitude': '-93.16200529'}",1,4,4,,,,,,,,2,Stop Sign,30,"Unit 1 was traveling southbound on Pascal St N/Thomas Ave.  Unit 1 approached and stopped at the stop sign as the intersection of Pascal St n/ Thomas Ave.  As unit 1 was driving through the intersection, 1 bicyclist was passing through the intersection.  Unit 1 struck the rider at the intersection.  It was determined the bicyclist did not stop their stop sign at the intersection.  The bicyclist was transported to the hospital for their injures.",68,42
860,Pedestrian,Yes,2018-10-12T08:11:00.000,18-234592,Eastern District,3 St E & Cypress St,City,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.95653907', 'longitude': '-93.05843829'}",1,15,2,18,Female,St. Paul,55106,Yes,Suspected Minor Injury,Yes,2,No,30,"Unknown driver of an unknown gold colored vehicle, was traveling NB on Cypress approaching 3rd st, when the vehicle struck a pedestrian as she was crossing the intersection while in the crosswalk.",,
861,Bike,Yes,2019-05-08T14:30:00.000,19-095209,Western District,Dale & Iglehart,County - State Aid Highway,No,None,Male,St. Paul,55102,Male,St. Paul,55104,No,None,No,"{'latitude': '44.94958089', 'longitude': '-93.12623982'}",1,9,7,,,,,,,,2,Yes,30,UNit 1 (bike) was going west bound on Iglehart Avenue (on the side walk). Unit 1 then cross the street on Dale St north.Unit 2 (vehicle) was going west bound on Iglehart Avenue and made a right turn. Unit 2 then struck Unit 1 crossing the street riding his bike.Medic 14 (run#16725) responded and cleared all parties at the scene. No injuries.See original report.,47,67
862,Pedestrian,Yes,2019-03-16T22:43:00.000,19-054057,Central District,Marion Ave & University Ave W,County - State Aid Highway,No,None,,,,Female,St. Paul,55104,,,,"{'latitude': '44.95591456', 'longitude': '-93.10930289'}",1,10,7,63,Male,Maplewood,55119,Yes,Suspected Serious Injury,Yes,2,Yes,30,driver was WB University Ave and struck an intoxicated party.  ped was transported by Ambulance to local hospital. Ped sustained injuries to head and legs.,63,
863,Pedestrian,Yes,2019-01-05T20:33:00.000,19-003681,Eastern District,7 St E & Eichenwald,State - Trunk Highway,Yes,Driver,,,,Male,St. Paul,55106,,,,"{'latitude': '44.9602622', 'longitude': '-93.06947309'}",1,15,2,61,Male,St. Paul,55104,No,None,No,4,No,30,Unit1 was driving Eastbound on East 7th St towards Eichenwald St. The driver of Unit1 observed Unit2 crossing the walkway on foot with a walker. Unit1 swerved his vehicle and hit the walker device of the elderly pedestrian (Unit2). The Pedestrian was not hit. Only the pedestrian&#39;s walker device. The driver of Unit1 was issued a citation for failing to yield to a pedestrian. No injuries.,68,
864,Pedestrian,Yes,2019-01-28T14:45:00.000,19-019876,Central District,Idaho St W & Marion St,City,Yes,Driver,,,,Male,St. Paul,55106,,,,"{'latitude': '44.99038926', 'longitude': '-93.10967868'}",1,3,3,4,Female,St. Paul,55104,Yes,Suspected Minor Injury,Yes,2,No,30,Driver struck child due to icy conditions was unable to stop.  Driver cited for failure to drive with due care.,29,
865,Bike,Yes,2018-11-23T18:40:00.000,18-267194,Western District,Hamline Ave N & University Ave W,Private,No,None,Male,Champlain,55316,Unknown,Unknown,Unknown,Yes,Suspected Minor Injury,No,"{'latitude': '44.95582065', 'longitude': '-93.15723908'}",1,4,4,,,,,,,,Parking Lot,No,10,Hit & Run.  Driver exiting parking lot struck biker on the sidewalk.  Driver fled.,,22
866,Pedestrian,Yes,2019-06-10T12:07:00.000,19-123887,Central District,6th & Wacouta,Municiapl State Aid,No,None,,,,Male,St. Paul,55130,,,,"{'latitude': '44.95006082', 'longitude': '-93.08786498'}",1,12,5,35,Female,North Oaks,55127,Yes,Possible Injury,No,2,Yes,30,truck made tight turn and struck planters and 4 peds on sidewalk,48,
867,Pedestrian,Yes,2018-12-20T18:23:00.000,18-288590,Central District,Maryland Ave W & Dale St,Private,No,None,,,,Female,St. Paul,55104,,,,"{'latitude': '44.97754118', 'longitude': '-93.12657028'}",1,2,3,60,Female,St. Paul,55119,No,None,No,Parking Lot,No,10,"Veh 1 was driving through the parking lot and came to a stop. The pedestrian crossed behind the vehicle when the vehicle began to reverse, causing the rear bumper to strike the pedestrian on the left hip area.",85,
868,Pedestrian,Yes,2019-05-16T13:00:00.000,19-101428,Central District,6th & Wabasha,Municiapl State Aid,No,None,,,,Male,Princeton,55371,,,,"{'latitude': '44.94655838', 'longitude': '-93.0953143'}",1,12,5,22,Female,St. Paul,55101,Yes,Possible Injury,Yes,3,Yes,30,"On 05/16/19 at 1301 hours I Officer Daly responded to an injury accident at 6th St and Wabasha.  Upon my arrival the driver of the van MN LIC# 356VCM made a right turn to N/B Wabasha from 6th St on a green light from a red light.  The PED started to cross on her walk signal from the east to the west side of Wabasha Ave.  The driver struck her at a very slow speed, and she fell to the ground.  St.Paul Medics arrived and transported her to the hospital as a precautionary measure.  The driver admitted he did not see her, and she had a walk signal.",48,
869,Bike,Yes,2018-08-31T13:25:00.000,18-199043,Eastern District,Minnehaha Ave E & White Bear Ave,State - Trunk Highway,No,None,Male,St. Paul,55119,Male,St. Paul,55106,Yes,Suspected Minor Injury,No,"{'latitude': '44.96310662', 'longitude': '-93.02537946'}",1,14,2,,,,,,,,2,Yes,30,"Driver was WB Minnehaha at White Bear.  Driver saw biker, who was on sidewalk not attempting to cross.  Driver made right turn to SB White Bear.  Biker was NB White Bear on E sidwalk.  Biker observed 7 seconds left on crosswalk sign and decided to go at same time and was struck by vehicle.",25,15
870,Pedestrian,Yes,2019-05-26T15:25:00.000,19-110045,Western District,Kent & University,County - State Aid Highway,No,None,,,,Female,St. Paul,55103,,,,"{'latitude': '44.95599132', 'longitude': '-93.12397016'}",1,10,7,76,Male,Maplewood,55109,Yes,Possible Injury,Yes,4,Yes,30,ped crossing in marked x-walk.  Driver slammed on brakes and doesn't think she actually hit the pedestrian.,29,
871,Pedestrian,Yes,2019-02-22T22:40:00.000,19-038074,Central District,7 St W & Tuscarora,State - Trunk Highway,No,None,,,,Female,Minneapolis,55417,,,,"{'latitude': '44.92324543', 'longitude': '-93.13335388'}",1,11,5,24,Male,West St. Paul,55118,Yes,Suspected Minor Injury,No,3,No,30,UNIT 1 was driving west bound on 7th Street West near the intersection of 7th/ Tuscarora. UNIT 2 attempted to cross 7th Street from the south sidewalk to the north side walk. UNTI 2 was not in a marked crosswalk and was struck but UNIT 1.,47,
872,Pedestrian,Yes,2018-09-28T03:59:00.000,18-408771,State Patrol,I35 E & Kellogg Blvd,State - Trunk Highway,No,None,,,,Male,Shoreview,55126,,,,"{'latitude': '44.94540375', 'longitude': '-93.10614184'}",1,11,5,43,Male,St. Paul,55130,Yes,Possible Injury,Yes,2,No,30,"Pedestrian was walking on freeway and struck (minor, swiped) by vehicle.  Minor injuries.  Pedestrian was intoxicated.",53,
873,Pedestrian,Yes,2019-03-08T09:11:00.000,19-047562,Western District,Prior Ave S & Randolph Ave,Private,No,None,,,,Male,St. Paul,55104,,,,"{'latitude': '44.92697342', 'longitude': '-93.18227082'}",1,6,6,21,Female,Eagan,55122,Yes,Possible Injury,Yes,Parking Lot,No,10,Driver was traveling north through the parking lot at this St. Catherines College. Pedestrian was walking west in front of Driver.  Driver and the Pedestrian collided.No damages to vehicle observed.The Pedestrian stated they obtained an injured back and right leg. The Pedestrian was transported to a hospital for their injuries.No citations issued.,31,
874,Pedestrian,Yes,2018-11-15T21:26:00.000,18-261437,Western District,Snelling Ave S & Grand Ave,State - Trunk Highway,Yes,Driver,,,,Male,North St. Paul,55109,,,,"{'latitude': '44.94015962', 'longitude': '-93.16695508'}",1,5,6,20,Female,St. Paul,55103,No,None,No,4,Yes,30,Driver was WB Grand making right to NB Snelling and struck 2 peds who were in crosswalk.  Driver cited for FTY Ped.,60,
875,Pedestrian,Yes,2019-02-19T08:55:00.000,19-035408,Eastern District,Arcade St & Maryland Ave E,County - State Aid Highway,No,None,,,,Male,Minneapolis,55412,,,,"{'latitude': '44.9775092', 'longitude': '-93.06595693'}",1,13,1,18,Male,St. Paul,55130,Yes,Suspected Minor Injury,Yes,4,Yes,30,"Driver was SB Arcade, made left to EB Maryland and struck pedestrian who was in crosswalk.",62,
876,Pedestrian,Yes,2019-01-04T17:46:00.000,19-002855,Eastern District,McKnight Rd N & Burns Ave,County - State Aid Highway,No,None,,,,Male,St. Paul,55119,,,,"{'latitude': '44.94705673', 'longitude': '-93.0050566'}",1,16,2,19,Female,St. Paul,55119,Yes,FATAL,Yes,4,No,40,Driver was traveling south bound on McKnight Road N south of Burns Avenue at 125 McKnight Road North.  Pedestrian # 2 and # 3 were walking on a marked crosswalk going westbound towards the sidewalk.  Driver struck both Pedestrians in the far right lane.  Pedestrian #2 was pronounce deceased on scene.  Pedestrian 3 was transported to hospital.,57,
877,Pedestrian,Yes,2018-08-21T19:50:00.000,18-190293,Central District,Western Ave N & Hatch,Municiapl State Aid,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.97107139', 'longitude': '-93.11620152'}",1,3,3,38,Female,St. Paul,55117,Yes,Possible Injury,No,2,No,30,Ped stated she was walking north bound on Western Ave N. on the west side of the street. Ped stated she was crossing Hatch Ave when a white sedan driving north bound on Western Ave turned onto west bound Hatch Ave and struck her. Ped stated the vehicle hit her left side causing her to fall on the ground.  Vehicle fled.,,
878,Bike,Yes,2019-06-20T21:42:00.000,19-133189,Eastern District,Jessamine & Payne,Municiapl State Aid,No,None,Male,St. Paul,55106,Female,St. Paul,55106,Yes,Possible Injury,Yes,"{'latitude': '44.97466164', 'longitude': '-93.07346263'}",1,13,1,,,,,,,,2,Stop Sign,30,"Biker stated he was traveling southbound on Payne Ave., crossing Jessamine Ave. E., when the striking vehicle proceeded through the intersection striking him in the middle of Payne and Jessamine.",36,18
879,Pedestrian,Yes,2019-05-05T22:57:00.000,19-093083,Eastern District,Johnson & Minnehaha,Municiapl State Aid,Yes,Driver,,,,Female,St. Paul,55106,,,,"{'latitude': '44.96320263', 'longitude': '-93.04596848'}",1,15,2,20,Female,St. Paul,55106,Yes,Suspected Minor Injury,No,4,Yes,30,Veh 1 was at the intersection of Johnson Parkway and Minnehaha Avenue facing West. Ped 1 was walking West through the marked crosswalk. The traffic light turned solid green for the vehicles on Minnehaha Avenue. Veh 1 made a left hand turn Southbound onto Johnson Parkway. Veh 1 struck Ped 1 as Ped 1 was walking in the intersection. There are no pedestrian indicator lights at that intersection.Driver of Veh 1 was issued a citation (620904448235) at the scene. A SPPD report was also made. Photos were take of Veh 1 and Ped 1 at the scene.,26,
880,Bike,Yes,2018-09-17T14:00:00.000,18-214180,Western District,Cretin Ave S & St. Clair,County - State Aid Highway,No,None,Female,Sauk Rapids,56379,Female,St. Paul,55105,No,None,No,"{'latitude': '44.93425716', 'longitude': '-93.19250261'}",1,5,6,,,,,,,,2,Yes,30,"Biker was SB on Cretin, Vehicle turned WB at St. Clair and bumped her.  Driver fled scene.",71,19
881,Pedestrian,Yes,2018-09-21T16:55:00.000,18-217516,Western District,Lexington Pkwy & Concordia,County - State Aid Highway,No,None,,,,Unknown,Unknown,Unknown,,,,"{'latitude': '44.9512029', 'longitude': '-93.14662886'}",1,17,7,13,Male,St. Paul,55106,Yes,Suspected Minor Injury,No,4,Yes,30,Stolen vehicle struck pedestrian and fled.,,
882,Pedestrian,Yes,2019-03-27T16:45:00.000,19-062313,Central District,7th St & Minnesota,State - Trunk Highway,Yes,Pedestrian,,,,Female,Apple Valley,55124,,,,"{'latitude': '44.94916601', 'longitude': '-93.09426482'}",1,12,5,34,Male,St. Paul,55107,yes,Suspected Minor Injury,Yes,5,Yes,30,"driver EB 7th St E approaching Minnesota St N. Ped crossing SB 7th St E on foot in the crosswalk on the West side of the street. Driver had a green light and crashed into ped who was in the crosswalk on a DON'T WALK signal. Ped cited #620904460073, for Pedestrian-Failure to Obey Traffic Signal.",36,
883,Bike,Yes,2018-10-02T17:48:00.000,18-226873,Western District,Cleveland Ave N & Marshall Ave,County - State Aid Highway,Yes,Driver,Male,St. Paul,55104,Female,Edina,55436,Yes,Suspected Minor Injury,Yes,"{'latitude': '44.9484487', 'longitude': '-93.18713667'}",1,17,4,,,,,,,,3,Yes,30,"Bike was WB Marshall in bike lane. Driver was EB and made a left turn, just E of intersection into a parking log, strikign the bike.  Driver cited for failure to drive with due care.",19,31
884,Bike,Yes,2019-04-30T16:25:00.000,19-088691,Western District,Dunlap St & University,County - State Aid Highway,No,None,Male,St. Paul,55106,Female,St. Paul,55106,Yes,Possible Injury,Yes,"{'latitude': '44.95552954', 'longitude': '-93.14920445'}",1,17,7,,,,,,,,4,No,30,Unit 1 was stopped at Dunlap St N in the cross walk about to take a right hand turn onto University Ave. Unit 1 started to take a right hand turn and hit Unit 2 biking across Dunlap St N. Unit 2 was transported to Region&#39;s Hospital by medic 18 (Run# 15660). Per medical staff it was non life threatening injuries. Statements in narrative are from a witness on scene. No citations or arrests were made due to not knowing the extent of the injuries at the time of the incident.,53,43
885,Pedestrian,Yes,2018-10-18T14:37:00.000,18-239325,Central District,Como Ave & Marion,County - State Aid Highway,No,None,,,,Female,St. Paul,55104,,,,"{'latitude': '44.96095177', 'longitude': '-93.10956891'}",1,10,7,9,Male,St. Paul,55106,Yes,Possible Injury,Yes,3,No,30,"Driver was WB Como, young boy ran across the street and was struck.",66,
